epoch,loss
1,0.29338886145971627
2,0.23248185705168076
3,0.22369405758794716
4,0.2201418736499812
5,0.2171296433022669
6,0.2339882877482153
7,0.23223532893349638
8,0.23069403675760294
9,0.22934494467696137
10,0.22866493956943065
11,0.24647242589749802
12,0.24547170076074354
13,0.24484447544399066
14,0.24416403550392213
15,0.24368498339692973
16,0.24330814060796183
17,0.24288584992394566
18,0.2423841474353522
19,0.24205190824199743
20,0.24174787802217904
