epoch,loss
1,0.3540284489517868
2,0.2855392139303498
3,0.27854031419246045
4,0.27496037743710994
5,0.2723848249879042
6,0.2706443316964215
7,0.2692836397386619
8,0.26805982593128874
9,0.2671891078587657
10,0.266442282944061
11,0.26574016954695256
12,0.2651389952238539
13,0.26463057523816963
14,0.2640006059584162
15,0.26357897541631314
16,0.2632226236753812
17,0.26281364394084505
18,0.262592755578718
19,0.26215828287624315
20,0.26198474984975273
