epoch,loss
1,0.2813901831223356
2,0.2542156898741902
3,0.25039673142287355
4,0.24840743530527987
5,0.2472812387827423
6,0.24615797245795568
7,0.2453402541428993
8,0.24471722994499548
9,0.24405930390362307
10,0.243568178492425
11,0.243063369874712
12,0.24271810412195907
13,0.24234967913441469
14,0.2419302579230984
15,0.2415227984230409
16,0.2412256494620857
17,0.2409074120394124
18,0.2405262445466718
19,0.2402629069907733
20,0.24002713777705412
