epoch,loss
1,0.38569491525423727
2,0.2736949152542373
3,0.25905084745762713
4,0.2637966101694915
5,0.25945762711864406
6,0.2562033898305085
7,0.26840677966101695
8,0.26664406779661015
9,0.2655593220338983
10,0.26461016949152544
11,0.26366101694915256
12,0.2627118644067797
